rating,name,area,cuisine_type,price,cuisine_region,address
"                    -
                ","Queens of India - Bali Dynasty Resort, ","Bali Dynasty Resort, Tuban",Quick Bites,"                        Rp150.000 
                                    
        ","  India Utara, India"," Bali Dynasty Resort, Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ","The Bar - The Mulia, Mulia Resort & Villas ","The Mulia, Mulia Resort & Villas, Nusa Dua",Casual Dining,"                        Rp300.000 
                                    
        ",  Cemilan," The Mulia, Mulia Resort & Villas, Jl. Raya Nusa Dua..."
"                    3.9
                ",Babi Guling Sanur ,Sanur,Quick Bites,"                        Rp80.000 
                                    
        ",  Bali," Jl. By Pass Ngurah Rai, Sanur, Bali"
"                    -
                ",Swiss Restaurant ,Legian,Casual Dining,"                        Rp250.000 
                                    
        ","  Eropa, Indonesia"," Jl. Legian, Legian, Bali"
"                    -
                ",Italo Gelato ,Sanur,Dessert Parlor,"                        Rp80.000 
                                    
        ",  Ice Cream," Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Lumbung ,Lovina,Casual Dining,"                        Rp120.000 
                                    
        ","  Kafe, Barat"," Jl. Binaria, Lovina, Bali"
"                    3.9
                ",2.28 Beach Club - Novotel Bali Nusa Dua ,"Novotel Bali Nusa Dua, Nusa Dua",Quick Bites,"                        Rp550.000 
                                    
        ","  Hidangan Laut, Grill House, Itali"," Novotel Bali Nusa Dua, Jl. Pantai Mengiat, Nusa Dua, Bali"
"                    -
                ",Sangklung ,Uluwatu,Casual Dining,"                        Rp100.000 
                                    
        ","  Asia, Hidangan Laut"," Jl. Raya Uluwatu 88B, Uluwatu, Bali"
"                    -
                ",The Bush Telegraph Pub ,Seminyak,Casual Dining,"                        Rp150.000 
                                    
        ",  Cemilan," Jl. Camplung Tanduk, Seminyak, Bali"
"                    -
                ",Black Diamond - Love Fashion Hotel ,"Love Fashion Hotel, Legian",Casual Dining,"                        Rp450.000 
                                    
        ","  Asia, Barat, Eropa"," Love Fashion Hotel, Jl. Legian, Legian, Bali"
"                    -
                ",Cendana Cafe ,Jimbaran,Quick Bites,"                        Rp200.000 
                                    
        ",  Hidangan Laut," Pantai Muaya, Jl. Four Seasons Resort, Jimbaran, Bali"
"                    -
                ",Mozzarella ,"Discovery Shopping Mall, Tuban",Casual Dining,"                        Rp220.000 
                                    
        ","  Asia, Barat"," Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Paris Creperie ,"Bali Collection, Nusa Dua",Dessert Parlor,"                        Rp100.000 
                                    
        ",  Desserts," Bali Collection, BTDC Area, Jl. Nusa Dua, Nusa Dua, Bali"
"                    -
                ",Gelato Secrets ,Sanur,Dessert Parlor,"                        Rp70.000 
                                    
        ","  Ice Cream, Desserts"," Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",La Cucina Restaurant - Discovery Kartika... ,"Discovery Kartika Plaza Hotel, Tuban",Casual Dining,"                        Rp400.000 
                                    
        ",  Itali," Discovery Kartika Plaza Hotel, Jl. Kartika Plaza, Tuban..."
"                    -
                ",Bounty Discotheque ,Legian,Quick Bites,"                        Rp400.000 
                                    
        ",  Hanya Minuman," Jl. Legian, Legian, Bali"
"                    -
                ",La Lorraine ,Tanjung Benoa,Casual Dining,"                        Rp300.000 
                                    
        ","  Bali, Indonesia, Meksiko, Eropa"," Jl. Pratama, Tanjung Benoa, Bali"
"                    -
                ",D.O.T.S ,Seminyak,Quick Bites,"                        Rp150.000 
                                    
        ","  Kafe, Asia, Itali"," Jl. Raya Seminyak, Seminyak, Bali"
"                    -
                ",WowCow ,"Beachwalk, Kuta",Dessert Parlor,"                        Rp60.000 
                                    
        ",  Desserts," Beachwalk, Lantai 2, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Genji - Ayodya Resort Bali ,"Ayodya Resort Bali, Nusa Dua",Quick Bites,"                        Rp600.000 
                                    
        ",  Jepang," Ayodya Resort Bali, BTDC Area, Jl. Pantai Mengiat..."
"                    -
                ",Kopi Bali House ,Tuban,Kafe,"                        Rp120.000 
                                    
        ",  Kafe," Jl. Raya Tuban, Tuban, Bali"
"                    -
                ",Centrepoint ,Denpasar,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Indonesia"," Jl. Raya Puputan, Denpasar, Bali"
"                    -
                ",Letros Restaurant ,Kuta,Casual Dining,"                        Rp300.000 
                                    
        ","  Cina, Hidangan Laut"," Jl. By Pass Ngurah Rai No. 775, Kuta, Bali"
"                    -
                ",Rai Pasti's ,Ubud,Kafe,"                        Rp180.000 
                                    
        ","  Kafe, Bali"," Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Munchies Warung ,Ubud,Quick Bites,"                        Rp120.000 
                                    
        ","  Bali, Barat"," Jl. Raya Ubud, Ubud, Bali"
"                    -
                ",Swiss Restaurant ,Legian,Casual Dining,"                        Rp250.000 
                                    
        ",  Jerman," Jl. Legian, Legian, Bali"
"                    -
                ",Warung d'Sila ,Uluwatu,Casual Dining,"                        Rp220.000 
                                    
        ",  Indonesia," Jl. Labuan Sait No.  17, Uluwatu, Bali"
"                    -
                ",Tropical ,Nusa Dua,Casual Dining,"                        Rp400.000 
                                    
        ","  Bali, Barat, Itali"," Jl. Pantai Mengiat, Nusa Dua, Bali"
"                    -
                ",White Sands ,Sanur,Casual Dining,"                        Rp400.000 
                                    
        ","  Kafe, Barat, Indonesia"," Jl. Pantai Sindhu, Sanur, Bali"
"                    -
                ",Pizza Club ,Canggu,Casual Dining,"                        Rp180.000 
                                    
        ","  Pizza, Itali"," Jl. Pantai Berawa, Canggu, Bali"
"                    -
                ",Purimas 3 ,Kuta,Bakery,"                        Rp60.000 
                                    
        ",  Toko Kue," Jl. Raya Kuta, Kuta, Bali"
"                    -
                ","Edogin - The Mulia, Mulia Resort & Villas ","The Mulia, Mulia Resort & Villas, Nusa Dua",Fine Dining,"                        Rp1.200.000 
                                    
        ",  Jepang," The Mulia, Mulia Resort & Villas, Jl. Raya Nusa Dua..."
"                    -
                ",Bamboo Bar & Grill ,Tuban,Casual Dining,"                        Rp200.000 
                                    
        ","  Grill House, Asia, Barat"," Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Warung Namaste ,Kuta,Quick Bites,"                        Rp80.000 
                                    
        ","  India, Itali, Indonesia, Barat, India Utara"," Jl. Popies 1, Kuta, Bali"
"                    -
                ",Ulam Ayu Sanur ,Sanur,Casual Dining,"                        Rp180.000 
                                    
        ",  Bali," Jl. By Pass Ngurah Rai, Sanur, Bali"
"                    -
                ",Mojo's Burritos ,Kuta,Quick Bites,"                        Rp150.000 
                                    
        ",  Meksiko," Jl. Benesari, Kuta, Bali"
"                    -
                ",Tangie ,Denpasar,Quick Bites,"                        Rp180.000 
                                    
        ",  Jawa," Jl. Merdeka, Denpasar, Bali"
"                    -
                ",Wacko Burger Cafe ,Jimbaran,Casual Dining,"                        Rp180.000 
                                    
        ","  Makanan Cepat Saji, Amerika"," Jl. Uluwatu 2, Jimbaran, Bali"
"                    -
                ",Beach Club - Puri Santrian ,"Puri Santrian, Sanur",Casual Dining,"                        Rp350.000 
                                    
        ","  Barat, Indonesia"," Puri Santrian, Jl. Cemara No. 35, Sanur, Bali"
"                    -
                ",King Cole Bar - The St. Regis Bali Resort ,"The St. Regis Bali Resort, Nusa Dua",,"                        Rp800.000 
                                    
        ",Masakan: Cemilan," The St. Regis Bali Resort, BTDC Area, Nusa Dua, Bali"
"                    -
                ",899 Steamboat Resto ,Tanjung Benoa,Quick Bites,"                        Rp250.000 
                                    
        ","  Hidangan Laut, Cina"," Jl. Pratama No. 100X, Tanjung Benoa, Bali"
"                    -
                ",The Garden Kafe -  The Yoga Barn ,Ubud,Casual Dining,"                        
        ",  Makanan Sehat," The Yoga Barn, Jl. Raya Pengosekan, Ubud, Bali"
"                    -
                ",Warung 96 ,Kuta,Quick Bites,"                        Rp150.000 
                                    
        ","  Amerika, Itali"," Jl. Popies 2, Kuta, Bali"
"                    -
                ",Hannygreen Restaurant ,Kuta,Quick Bites,"                        Rp100.000 
                                    
        ",  Barat," Jl. Popies 1 No. 5, Kuta, Bali"
"                    -
                ",Zappaz Bar & Restaurant ,Seminyak,Casual Dining,"                        Rp180.000 
                                    
        ",  Barat," Jl. Kayu Aya, Seminyak, Bali"
"                    -
                ",Warung Yogya ,Legian,Quick Bites,"                        Rp150.000 
                                    
        ",  Indonesia," Jl. Padma Utara, Legian, Bali"
"                    -
                ",Bibimbap Korea ,"Beachwalk, Kuta",Quick Bites,"                        Rp140.000 
                                    
        ",  Korea," Beachwalk, Lantai 3, Eat & Eat, Jl. Pantai Kuta, Kuta, Bali"
